ID;Shortlist;NAZEV;NAZEV CELY;MISTO;ADRESA;STAT;STATUS;ROK;WWW;FB;LOGO;POZNAMKA;PIVO;FOTO;GPS;Y;X;VISITED;KRAJ;OKRES;ORP;OBEC
751;Hospoda (Pub);U Davida;U Davida;Jeseník;Lipovská 189/59, Jeseník;Czechia;multipípa (multitap);;;https://www.facebook.com/Hospůdka-U-Davida-225602894233476;https://goo.gl/jUKHzC;piva z menších průmyslových pivovarů;various;;N 50°13.62095', E 17°11.74648';50.2270158;17.1957747;YES;Olomoucký kraj;Jeseník;Jeseník;Jeseník
753;Hospoda (Pub);U Dvou dobráků - Galérka;U Dvou dobráků - Galérka;Opava;Dolní náměstí 13/13, Opava - Město;Czechia;multipípa (multitap);;http://udvoudobraku.cz;https://www.facebook.com/udvoudobraku;https://goo.gl/CqEZoX;multipípa;various;;N 49°56.38103', E 17°54.35478';49.939684;17.905913;NO;Moravskoslezský kraj;Opava;Opava;Opava
754;Hospoda (Pub);U Dvou přátel - Dominikánská 11;U Dvou přátel - Dominikánská 11;Brno;Dominikánská 347/11, Brno-střed - Brno-město;Czechia;multipípa (multitap);;;https://www.facebook.com/udvoupratelbrno;https://goo.gl/4JuqMX;multipípa;various;;N 49°11.58568', E 16°36.37885';49.1930947;16.6063142;NO;Jihomoravský kraj;Brno-město;Brno;Brno
755;Hospoda (Pub);U Dvou přátel - Tábor 25;U Dvou přátel - Tábor 25;Brno - Žabovřesky;Tábor 890/25, Brno - Žabovřesky;Czechia;multipípa (multitap);;;https://www.facebook.com/udvoupratelbrno;https://goo.gl/4JuqMX;multipípa;various;;N 49°12.73137', E 16°35.29095';49.2121894;16.5881825;NO;Jihomoravský kraj;Brno-město;Brno;Brno
756;Hospoda (Pub);U Feldů;U Feldů;Klimkovice;Náměstí 68, Klimkovice;Czechia;multipípa (multitap);;http://www.ufeldu.cz;https://www.facebook.com/ufeldu;https://goo.gl/4YfGvM;multipípa;various;;N 49°47.17117', E 18°7.92400';49.7861861;18.1320667;NO;Moravskoslezský kraj;Ostrava-město;Ostrava;Klimkovice
757;Hospoda (Pub);U Kacíře;U Kacíře;Praha - Vinohrady;Mánesova 1645/87, Praha 2 - Vinohrady;Czechia;multipípa (multitap);;http://www.pivnisenk.cz;https://www.facebook.com/ukacire;https://goo.gl/EvzdgA;;various;;N 50°4.684', E 14°26.876';50.0780742;14.4479331;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
759;Hospoda (Pub);U Kance;U Kance;Chudenice;náměstí T. G. Masaryka 546/16, Plzeň 3 - Jižní Předměstí;Czechia;pivovarská hospoda (pub from craftbrewery);;http://www.pivniceukance.cz;;https://goo.gl/m28k9B;;Stará škola;;N 49°44.43590', E 13°22.41573';49.7405983;13.3735956;NO;Plzeňský kraj;Plzeň-město;Plzeň;Plzeň
760;Hospoda (Pub);U Klauna;U Klauna;Praha;Pod Harfou 933/68, Praha 9 - Vysočany;Czechia;pivovarská hospoda (pub from craftbrewery);;;https://www.facebook.com/uklauna;https://goo.gl/ks1YLr;"Domovský podnik létajícího pivovaru Crazy Clown; multipípa";Crazy Clown, various;;N 50°6.23883', E 14°30.70453';50.1039806;14.5117422;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
765;Hospoda (Pub);U Kozy;U Kozy;Moravský Krumlov;Kopečná 955, Moravský Krumlov - Rakšice;Czechia;multipípa (multitap);;http://www.ukozy.eu;https://www.facebook.com/U-KOZY-160610367311346;https://goo.gl/YzrRwm;piva z menších průmyslových pivovarů;various;;N 49°2.385', E 16°19.285';49.0397528;16.321425;NO;Jihomoravský kraj;Znojmo;Moravský Krumlov;Moravský Krumlov
766;Hospoda (Pub);U Krbu;U Krbu;Domažlice;Poděbradova 302, Domažlice - Týnské Předměstí;Czechia;pivovarská hospoda (pub from craftbrewery);;;;https://goo.gl/bkyjac;;Kout;;N 49°26.49808', E 12°55.79587';49.4416347;12.9299311;NO;Plzeňský kraj;Domažlice;Domažlice;Domažlice
767;Hospoda (Pub);U Kuděje;U Kuděje;Olomouc;Krapkova 236/20, Olomouc - Nová Ulice;Czechia;multipípa (multitap);;;https://www.facebook.com/UKudeje;https://goo.gl/DJPhPn;multipípa;various;;N 49°35.596', E 17°14.619';49.5932772;17.2436608;NO;Olomoucký kraj;Olomouc;Olomouc;Olomouc
768;Hospoda (Pub);U Lachtana;U Lachtana;Prachatice;Velké náměstí 5, Prachatice - Prachatice I;Czechia;pivovarská hospoda (pub from craftbrewery);;;https://www.facebook.com/hospudkaulachtana;https://goo.gl/XmF18w;Domovský podnik létajícího pivovaru Lachtan;Lachtan;;N 49°0.78385', E 13°59.84267';49.0130642;13.9973778;NO;Jihočeský kraj;Prachatice;Prachatice;Prachatice
769;Hospoda (Pub);U Lípy;U Lípy;Zborná;Zborná 16, Jihlava - Zborná;Czechia;multipípa (multitap);;http://www.hostinec.zborna.cz;;https://goo.gl/aEp1eE;;various;;N 49°26.335', E 15°34.456';49.4389214;15.5742756;NO;Kraj Vysočina;Jihlava;Jihlava;Jihlava
771;Hospoda (Pub);U Lva;U Lva;Kroměříž;Velehradská 4248/24a, Kroměříž;Czechia;multipípa (multitap);;http://www.u-lva.net;http://www.facebook.com/pages/U-Lva-tak-trochu-jina-pivnice/1622457741324264;https://goo.gl/UFWrBj;;various;;N 49°17.40225', E 17°23.43567';49.2900375;17.3905944;NO;Zlínský kraj;Kroměříž;Kroměříž;Kroměříž
772;Hospoda (Pub);U Malýho Velkýho píva;U Malýho Velkýho píva;Příbram;Václavské náměstí 1, Příbram - Příbram II;Czechia;uzavřeno (closed);;;https://www.facebook.com/vilem.pribram;https://goo.gl/SLDJbS;;Vilém;;N 49°41.36083', E 14°0.83830';49.6893472;14.0139717;NO;Středočeský kraj;Příbram;Příbram;Příbram
777;Hospoda (Pub);U Oráče;Hospůdka U Oráče;Ostrava;Oráčova 1013/1a, Ostrava-Jih - Hrabůvka;Czechia;pivovarská hospoda (pub from craftbrewery);;http://www.hospudka-u-orace.cz;https://www.facebook.com/hospudkauorace;https://goo.gl/uvLKu5;"Domovský podnik létajícího pivovaru Létající bezdomovec; multipípa";Létající bezdomovec, various;;N 49°46.93783', E 18°16.17345';49.7822972;18.2695575;YES;Moravskoslezský kraj;Ostrava-město;Ostrava;Ostrava
780;Hospoda (Pub);U Pražského groše;U Pražského groše;Hradec Králové;Tomkova 178/15, Hradec Králové;Czechia;multipípa (multitap);;;https://www.facebook.com/pivniceuprazskehogrose;https://goo.gl/1QuXsK;"Dřívější název ""Zelenej zákal""";Bulík (Žamberecký Kanec), various;;N 50°12.612', E 15°50.011';50.21020015;15.83351968;NO;Královéhradecký kraj;Hradec Králové;Hradec Králové;Hradec Králové
781;Hospoda (Pub);U prince Miroslava;U prince Miroslava;Praha - Smíchov;K vodojemu 2382/4, Praha 5 - Smíchov;Czechia;multipípa (multitap);;;https://www.facebook.com/UPrinceMiroslava;https://goo.gl/uogErF;multipípa;various;;N 50°3.69908', E 14°23.88845';50.0616514;14.3981408;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
782;Hospoda (Pub);U Richarda;U Richarda;Brno;Údolní 223/7, Brno-střed - Brno-město;Czechia;pivovarská hospoda (pub from craftbrewery);;http://www.uricharda.cz;https://www.facebook.com/urichardaudolni;https://goo.gl/GHosZi;;Richard;;N 49°11.77800', E 16°36.10800';49.1963;16.6018;NO;Jihomoravský kraj;Brno-město;Brno;Brno
783;Hospoda (Pub);U Sadu;U Sadu;Praha - Žižkov;Škroupovo náměstí 1528/6, Praha 3 - Žižkov;Czechia;multipípa (multitap);;http://www.usadu.cz;https://www.facebook.com/restauraceusadu;https://goo.gl/a9uNGX;"multipípa; pivotéka (belgická piva)";Sádek (Vysoký Chlumec), various;;N 50°4.829', E 14°26.954';50.0804894;14.4492278;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
785;Hospoda (Pub);U Segala;Pivní bar U Segala;Ostrava - Mariánské Hory;Gen. Hrušky 1233/26, Ostrava - Mariánské Hory a Hulváky;Czechia;multipípa (multitap);;http://www.usegala.cz;https://www.facebook.com/U-Segala-381631648660486;https://goo.gl/fwrpfr;"multipípa; pivotéka";various;;N 49°50.159', E 18°15.569';49.8359797;18.25948;YES;Moravskoslezský kraj;Ostrava-město;Ostrava;Ostrava
786;Hospoda (Pub);U Slovanské Lípy;U Slovanské Lípy;Praha - Žižkov;Tachovské náměstí 288/6, Praha 3 - Žižkov;Czechia;multipípa (multitap);;http://www.uslovanskelipy.cz;;https://goo.gl/K55fRP;multipípa;various;;N 50°5.247', E 14°27.212';50.0874592;14.4535392;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
787;Hospoda (Pub);U Šneka;U Šneka;Znojmo;Zelenářská 20/1, Znojmo;Czechia;pivovarská hospoda (pub from craftbrewery);;http://www.pivniceusneka.cz;https://www.facebook.com/PivniceuSneka;https://goo.gl/jKT1B6;multipípa;U Šneka, various;;N 48°51.28295', E 16°2.93477';48.8547158;16.0489128;NO;Jihomoravský kraj;Znojmo;Znojmo;Znojmo
789;Hospoda (Pub);U Tekutého chleba;U Tekutého chleba;Brno;Moravské náměstí 755/14a, Brno-střed - Veveří;Czechia;multipípa (multitap);;;https://www.facebook.com/hercny;https://goo.gl/G1Y4gN;multipípa;various;;N 49°11.99308', E 16°36.38765';49.1998847;16.6064608;NO;Jihomoravský kraj;Brno-město;Brno;Brno
790;Hospoda (Pub);U Tesaře;U Tesaře;Brno;Grmelova 62/9, Brno-střed - Štýřice;Czechia;multipípa (multitap);;http://www.utesare.cz;https://www.facebook.com/HostinecUTesare;https://goo.gl/MwpRTj;;Prasák (Ohrada), Polička;;N 49°10.89398', E 16°35.94128';49.1815664;16.5990214;NO;Jihomoravský kraj;Brno-město;Brno;Brno
791;Hospoda (Pub);U Tesařů;U Tesařů;Bítov;Bítov 101, Bítov;Czechia;pivovarská hospoda (pub from craftbrewery);;http://www.utesaru.cz;;https://goo.gl/nSZcUq;;Bítov;;N 48°56.25980', E 15°43.76637';48.9376633;15.7294394;NO;Jihomoravský kraj;Znojmo;Znojmo;Bítov
792;Hospoda (Pub);U Toulavé pípy;U Toulavé pípy;Pardubice;Bělobranské náměstí 9, Pardubice I - Bílé Předměstí;Czechia;multipípa (multitap);;http://utoulavepipy.cz;https://www.facebook.com/toulavapipa;https://goo.gl/nyVZ8z;"Domovský podnik létajícího pivovaru Beer poets (Bývalý Podkunětickohorský Havran); multipípa";Beer poets, various;;N 50°2.44467', E 15°46.84797';50.0407444;15.7807994;YES;Pardubický kraj;Pardubice;Pardubice;Pardubice
793;Hospoda (Pub);U Třech čertů;U Třech čertů;Brno;Dvořákova 645/6, Brno-střed - Brno-město;Czechia;pivovarská hospoda (pub from craftbrewery);;http://ucertu.cz;https://www.facebook.com/U-třech-čertů-Starobrněnská-266529430124702;https://goo.gl/j1yFzK;;Bratčice;;N 49°11.74810', E 16°36.64205';49.1958017;16.6107008;NO;Jihomoravský kraj;Brno-město;Brno;Brno
794;Hospoda (Pub);U Třech čertů;U Třech čertů;Brno;Starobrněnská 289/7, Brno-střed - Brno-město;Czechia;pivovarská hospoda (pub from craftbrewery);;http://ucertu.cz;https://www.facebook.com/U-třech-čertů-Starobrněnská-266529430124702;https://goo.gl/j1yFzK;;Bratčice;;N 49°11.53753', E 16°36.42830';49.1922922;16.6071383;NO;Jihomoravský kraj;Brno-město;Brno;Brno
795;Hospoda (Pub);U Tří pírek;U Tří pírek;Kolín;Karlovo náměstí 72, Kolín - Kolín I;Czechia;multipípa (multitap);;http://www.utripirek.cz;https://www.facebook.com/utripirek.cz;https://goo.gl/fwaCq5;multipípa;various;;N 50°1.71110', E 15°12.11313';50.0285183;15.2018856;NO;Středočeský kraj;Kolín;Kolín;Kolín
797;Hospoda (Pub);U Vodoucha;U Vodoucha;Praha - Vinohrady;Jagellonská 2426/21, Praha 3 - Vinohrady;Czechia;multipípa (multitap);;http://uvodoucha.pivovarkostelec.cz;https://www.facebook.com/Hostinec-U-Vodoucha-162802630446979;https://goo.gl/1kiysV;multipípa;various;;N 50°4.788', E 14°27.266';50.0798061;14.4544367;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
798;Hospoda (Pub);U Vozků;U Vozků;Liberec;Masarykova 438/44, Liberec I - Staré Město;Czechia;multipípa (multitap);;http://www.hotelujezirka.cz/pivnice;https://www.facebook.com/pg/hotelujezirka;https://goo.gl/zyA5Je;;various;;N 50°46.544', E 15°4.467';50.7757331;15.0744481;NO;Liberecký kraj;Liberec;Liberec;Liberec
804;Hospoda (Pub);Výčep Na stojáka Anglická;Výčep Na stojáka Anglická;Praha - Vinohrady;Anglická 81/24, Praha 2 - Vinohrady;Czechia;multipípa (multitap);;http://www.vycepnastojaka.cz;https://www.facebook.com/vycepnastojakaanglicka;https://goo.gl/iTqkwP;multipípa;various;;N 50°4.56442', E 14°26.05243';50.0760736;14.4342072;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
805;Hospoda (Pub);Výčep Na stojáka Jakubák;Výčep Na stojáka Jakubák;Brno;Běhounská 6/16, Brno-střed - Brno-město;Czechia;multipípa (multitap);;http://www.vycepnastojaka.cz;https://www.facebook.com/Výčep-Na-stojáka-Jakubák-365656933551335;https://goo.gl/iTqkwP;multipípa;various;;N 49°11.808', E 16°36.555';49.1967972;16.6092589;NO;Jihomoravský kraj;Brno-město;Brno;Brno
806;Hospoda (Pub);Výčep Na stojáka Pekanda;Výčep Na stojáka Pekanda;Brno;Husova 167/7, Brno-střed - Staré Brno;Czechia;multipípa (multitap);;http://www.vycepnastojaka.cz;https://www.facebook.com/vycepnastojakapekanda;https://goo.gl/iTqkwP;multipípa;various;;N 49°11.54482', E 16°36.29060';49.1924136;16.6048433;NO;Jihomoravský kraj;Brno-město;Brno;Brno
807;Hospoda (Pub);Zámecká sýpka;Zámecká sýpka;Blansko;Dvorská 78/6a, Blansko;Czechia;multipípa (multitap);;http://www.sypkablansko.cz;https://www.facebook.com/Zámecká-sýpka-Blansko-320963274598358;https://goo.gl/5w1SEq;;Garde (?), various;;N 49°21.87927', E 16°38.83113';49.3646544;16.6471856;NO;Jihomoravský kraj;Blansko;Blansko;Blansko
808;Hospoda (Pub);Zastávka - pivnice malých pivovarů;Zastávka - pivnice malých pivovarů;Brno;Úvoz 88/78, Brno-střed - Veveří;Czechia;multipípa (multitap);;;https://www.facebook.com/zastavkauvoz;https://goo.gl/SPSwNt;multipípa;various;;N 49°11.96022', E 16°35.61823';49.1993369;16.5936372;NO;Jihomoravský kraj;Brno-město;Brno;Brno
809;Hospoda (Pub);Zelená Kočka Pivárium;Zelená Kočka Pivárium;Brno;Dvořákova 633/3, Brno-střed - Brno-město;Czechia;multipípa (multitap);;http://www.zelenakocka.cz;https://www.facebook.com/ZelenaKocka;https://goo.gl/95VkbE;multipípa;dříve Sovíček Kulíšek (Moravský Žižkov), various;;N 49°11.756', E 16°36.604';49.1959361;16.6100692;NO;Jihomoravský kraj;Brno-město;Brno;Brno
810;Hospoda (Pub);Zelenáčova šopa;Zelenáčova šopa;Zlín;Dlouhá 111, Zlín;Czechia;multipípa (multitap);;http://www.sopa.cz;https://www.facebook.com/sopa.cz;https://goo.gl/TBVKoM;multipípa;various;;N 49°13.747', E 17°40.209';49.2291142;17.670155;NO;Zlínský kraj;Zlín;Zlín;Zlín
812;Hospoda (Pub);Zlý Časy;Zlý Časy;Praha - Nusle;Čestmírova 390/5, Praha 4 - Nusle;Czechia;multipípa (multitap);;http://www.zlycasy.eu;https://www.facebook.com/zlycasy;https://goo.gl/uBbWQq;"multipípa; pivotéka";various;;N 50°3.860', E 14°26.522';50.0643411;14.4420417;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
813;Hospoda (Pub);Zubatá žába;Zubatá žába;Brno - Královo Pole;Jungmannova 1146/33, Brno - Královo Pole;Czechia;multipípa (multitap);;;https://www.facebook.com/pivnice.zubata.zaba;https://goo.gl/ai46os;;various;;N 49°13.210', E 16°35.606';49.220175;16.5934358;NO;Jihomoravský kraj;Brno-město;Brno;Brno
814;Hospoda (Pub);Zubatý pes;Zubatý pes;Praha - Vršovice;K Botiči 409/2, Praha 10 - Vršovice;Czechia;multipípa (multitap);;http://www.zubatypes.cz;https://www.facebook.com/BarZubatypes;https://goo.gl/257VY7;"multipípa; zahraniční piva; pivotéka";various;;N 50°3.83402', E 14°27.18907';50.0639003;14.4531511;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
815;Hospoda (Pub);Pivní přístav;Pivní přístav;Praha - Nové Město;Rašínovo nábřeží 1781/64, Praha 2 - Nové Město;Czechia;multipípa (multitap);;;https://www.facebook.com/pivnipristav;https://goo.gl/qhXfLh;multipípa;various;;N 50°4.42262', E 14°24.84692';50.0737103;14.4141153;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
818;Hospoda (Pub);Good Beer;Good Beer;Olomouc;Denisova 271/6, Olomouc;Czechia;multipípa (multitap);;http://www.goodbeerclub.cz;https://www.facebook.com/GoodBeerClubCZ;https://goo.gl/NS7qEa;multipípa;various;;N 49°35.71790', E 17°15.26707';49.5952983;17.2544511;NO;Olomoucký kraj;Olomouc;Olomouc;Olomouc
824;Hospoda (Pub);Local Lokal;Local Lokal;Olomouc - Hodolany;Zeyerova 809/17, Olomouc - Hodolany;Czechia;multipípa (multitap);;;https://www.facebook.com/LOCAL-LOKAL-industry-pub-298386737227462;https://goo.gl/2XrQrp;;various;https://flic.kr/s/aHsmuoy8bi;N 49°35.64087', E 17°16.40608';49.5940144;17.2734347;YES;Olomoucký kraj;Olomouc;Olomouc;Olomouc
827;Hospoda (Pub);Na Humpolce;Na Humpolce;Tišnov;Brněnská 184, Tišnov;Czechia;multipípa (multitap);;http://www.nahumpolce.cz;https://www.facebook.com/humpolka;https://goo.gl/wpTxKS;;various;;N 49°20.71538', E 16°25.49700';49.3452564;16.42495;NO;Jihomoravský kraj;Brno-venkov;Tišnov;Tišnov
831;Hospoda (Pub);U Kacetlů;U Kacetlů;Tasovice;Tasovice 62, Tasovice;Czechia;multipípa (multitap);;http://pivnice-u-kacetlu.webnode.cz;https://www.facebook.com/u.kacetlu;https://goo.gl/N2ZjzN;;various;;N 48°50.42820', E 16°9.44388';48.84047;16.1573981;NO;Jihomoravský kraj;Znojmo;Znojmo;Tasovice
833;Hospoda (Pub);Pivoňka;Řízková restaurace Pivoňka;Český Krumlov;U Zelené ratolesti 232, Český Krumlov - Plešivec;Czechia;multipípa (multitap);;http://www.rizekprespultalire.cz/pivonka;https://www.facebook.com/restauracepivonka;https://goo.gl/ahFJD1;;various;;N 48°48.26875', E 14°18.70058';48.8044792;14.3116764;NO;Jihočeský kraj;Český Krumlov;Český Krumlov;Český Krumlov
835;Hospoda (Pub);U Studánky;U Studánky;Praha - Kunratice;K jelenám 1278, Praha-Kunratice - Kunratice;Czechia;multipípa (multitap);;http://www.hospudkaustudanky.cz;https://www.facebook.com/HospudkaUStudanky;https://goo.gl/gSuu3N;multipípa;Kunratice, various;;N 50°0.86180', E 14°29.67203';50.0143633;14.4945339;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
838;Hospoda (Pub);Galerka;Galerka;Praha - Vinohrady;Bělehradská 1187/44, Praha 2 - Vinohrady;Czechia;multipípa (multitap);;http://valaskovi.cz/galerka;https://www.facebook.com/Galerka-1124749657645359;https://goo.gl/LeQWD5;;various;;N 50°4.09980', E 14°25.99285';50.06833;14.4332142;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
846;Hospoda (Pub);Na stojáka;Na stojáka;Olomouc;Horní náměstí 202/15, Olomouc;Czechia;multipípa (multitap);;http://www.olomouc.beer;https://www.facebook.com/BeerBarOlomouc;https://goo.gl/bZnZ78;;various;;N 49°35.62012', E 17°15.13060';49.5936686;17.2521767;NO;Olomoucký kraj;Olomouc;Olomouc;Olomouc
847;Hospoda (Pub);Retro pivnice;Retro pivnice;Olomouc;Havlíčkova 661/11, Olomouc;Czechia;multipípa (multitap);;http://www.retropivnice.cz;https://www.facebook.com/RetroPivnice;https://goo.gl/VW23x3;;various;;N 49°35.46408', E 17°14.91793';49.5910681;17.2486322;NO;Olomoucký kraj;Olomouc;Olomouc;Olomouc
848;Hospoda (Pub);Pivotéka Hranice;Pivotéka Hranice;Hranice;Komenského 380, Hranice I - Město;Czechia;uzavřeno (closed);;http://pivoteka-hranice.cz;https://www.facebook.com/pivotekahranice;https://goo.gl/sC9jYS;Pivotéka, vinotéka, s posezením a čepovaným pivem;various;https://flic.kr/s/aHsmwMUJFH;N 49°33.01200', E 17°44.16597';49.5502;17.7360994;YES;Olomoucký kraj;Přerov;Hranice;Hranice
850;Hospoda (Pub);Diego;Diego;Praha - Karlín;Sokolovská 467/114, Praha 8 - Karlín;Czechia;multipípa (multitap);;;https://www.facebook.com/diegopivnibar;https://goo.gl/r6ptbq;;various;;N 50°5.68188', E 14°27.31442';50.0946981;14.4552403;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
852;Hospoda (Pub);Galerie piva;Galerie piva;Praha - Vršovice;Krymská 138/36, Praha 10 - Vršovice;Czechia;multipípa (multitap);;http://www.galeriepiva.cz;https://www.facebook.com/GaleriePiva;https://goo.gl/wkApvk;"pivotéka; multipípa";various;;N 50°4.23592', E 14°27.05203';50.0705986;14.4508672;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
853;Hospoda (Pub);Pivovar Bubeneč;Pivovar Bubeneč;Praha - Bubeneč;Bubenečská 321/33, Praha 6 - Bubeneč;Czechia;multipípa (multitap);;;https://www.facebook.com/Pivovar-Bubene%C4%8D-1777268915880323;https://goo.gl/VfPsu8;"multipípa; budoucí pivovar";Bubenečský (vařeno v Podřipském), various;;N 50°6.07360', E 14°24.26947';50.1012267;14.4044911;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
862;Hospoda (Pub);Neratovská hospoda;Neratovská hospoda;Bartošovice v Orlických horách;Bartošovice v Orlických horách 86, Bartošovice v Orlických horách;Czechia;pivovarská hospoda (pub from craftbrewery);;https://www.neratov.cz;;https://goo.gl/aywViT;;Neratov;;N 50°12.84598', E 16°33.10597';50.2140997;16.5517661;NO;Královéhradecký kraj;Rychnov nad Kněžnou;Rychnov nad Kněžnou;Bartošovice v Orlických horách
867;Hospoda (Pub);U Zamastilů;U Zamastilů;Pardubice - Ohrazenice;Hradišťská 299, Pardubice VII - Ohrazenice;Czechia;multipípa (multitap);;;https://www.facebook.com/Zamastilovi;https://goo.gl/Y5LrNT;;various;;N 50°3.74630', E 15°45.49338';50.0624383;15.7582231;YES;Pardubický kraj;Pardubice;Pardubice;Pardubice
869;Hospoda (Pub);Trilobit;Trilobit;Praha - Vršovice; Francouzská 400/112, Praha 10 - Vršovice;Czechia;pivovarská hospoda (pub from craftbrewery);;;https://www.facebook.com/pivnicepivovarutrilobit;https://goo.gl/abeqhz;;Trilobit;;N 50°4.31270', E 14°27.01393';50.0718783;14.4502322;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
890;Hospoda (Pub);Altán;Altán;Mladá Boleslav;Park Výstaviště, Mladá Boleslav II;Czechia;multipípa (multitap);;;https://www.facebook.com/Alt%C3%A1n-caf%C3%A9-gril-bar-327284021049538/;https://goo.gl/FqF2sc;;various;;N 50°24.93713', E 14°54.48155';50.4156189;14.9080258;NO;Středočeský kraj;Mladá Boleslav;Mladá Boleslav;Mladá Boleslav
892;Hospoda (Pub);Baštecká koštovna;Baštecká koštovna;Starý Kolín;Za Poštou 95, Starý Kolín;Czechia;pivovarská hospoda (pub from craftbrewery);;;;https://goo.gl/5agk3s;;Baštecký;;N 50°0.60537', E 15°17.53253';50.0100894;15.2922089;NO;Středočeský kraj;Kolín;Kolín;Starý Kolín
893;Hospoda (Pub);Beer knír;Beer knír;Praha - Vršovice;V olšinách 1025/29, Praha 10 - Vršovice;Czechia;multipípa (multitap);;http://beerknir.cz;https://www.facebook.com/Beerknir;https://goo.gl/e3tMkh;;various;;N 50°4.28188', E 14°29.05538';50.0713647;14.4842564;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
894;Hospoda (Pub);U Welzla;U Welzla;Zábřeh;U Nádraží 1626/6, Zábřeh;Czechia;pivovarská hospoda (pub from craftbrewery);;https://nadrazni-restaurace-u-welzla.webnode.cz/;https://www.facebook.com/Nádražní-restaurace-U-Welzla--385974671770672;https://goo.gl/kfUqUG;;Welzl;;N 49°52.35242', E 16°53.22168';49.8725403;16.8870281;YES;Olomoucký kraj;Šumperk;Zábřeh;Zábřeh
895;Hospoda (Pub);Stračena pub 2;Stračena pub 2;Ostrava - Poruba;Pavlouskova 4457/24, Ostrava - Poruba;Czechia;multipípa (multitap);;http://pustkovec.stracenapub.cz;https://www.facebook.com/Stracenapub2;https://goo.gl/Ghv9sN;;Beskydský;;N 49°50.32295', E 18°9.78125';49.8387158;18.1630208;YES;Moravskoslezský kraj;Ostrava-město;Ostrava;Ostrava
897;Hospoda (Pub);Hospůdka Prdek;Hospůdka Prdek;Paseky nad Jizerou;Paseky nad Jizerou 222, Paseky nad Jizerou;Czechia;pivovarská hospoda (pub from craftbrewery);;http://www.prdek.cz;https://www.facebook.com/ChataPrdek;https://goo.gl/Fhd5os;Restaurace v chatě Na Perlíčku;Prdek;;N 50°43.49890', E 15°22.65357';50.7249817;15.3775594;NO;Liberecký kraj;Semily;Jilemnice;Paseky nad Jizerou
898;Hospoda (Pub);Pivní klub Modrá hvězda;Pivní klub Modrá hvězda;Plzeň;Klatovská třída 430/25, Plzeň;Czechia;pivovarská hospoda (pub from craftbrewery);;http://pivovarmodrahvezda.cz/pivni-klub-modra-hvezda;https://www.facebook.com/pivniklubmodrahvezda;https://goo.gl/jPoeUx;;Modrá Hvězda;;N 49°43.96045', E 13°22.22678';49.7326742;13.3704464;NO;Plzeňský kraj;Plzeň-město;Plzeň;Plzeň
899;Hospoda (Pub);Klášterní sýpka;Klášterní sýpka;Praha - Břevnov;Markétská 1/28, Praha 6 - Břevnov;Czechia;pivovarská hospoda (pub from craftbrewery);;https://www.brevnov.cz/cs/klasterni-sypka;https://www.facebook.com/Brevnovskypivovar;https://goo.gl/iY32NX;;Břevnovský;;N 50°5.04287', E 14°21.35187';50.0840478;14.3558644;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
900;Hospoda (Pub);Ve dvoře;Ve dvoře;Dvůr Králové nad Labem;náměstí T.G. Masaryka 80, Dvůr Králové nad Labem;Czechia;multipípa (multitap);;http://www.baroquevedvore.cz;https://www.facebook.com/vedvore.cz;https://goo.gl/88NF9e;;various;;N 50°25.89278', E 15°48.79268';50.4315464;15.8132114;NO;Královéhradecký kraj;Trutnov;Dvůr Králové nad Labem;Dvůr Králové nad Labem
915;Hospoda (Pub);Dobré pivo Brno;Dobré pivo Brno;Brno;Starobrněnská 340/14, Brno;Czechia;multipípa (multitap);;http://zalepsipivo.cz;https://www.facebook.com/DobrePivoBrno;https://goo.gl/99E619;Hospoda majitelů létajícího pivovaru Baran;Baran, various;;N 49°11.55815', E 16°36.41082';49.1926358;16.6068469;NO;Jihomoravský kraj;Brno-město;Brno;Brno
